Temps;Y
3.04;-1.52346669137478
3.06;-1.13513204455376
3.08;-0.741818748414518
3.1;-0.338548153638841
3.12;0.0697010904550535
3.14;0.467993035912512
3.16;0.86628498136997
3.18;1.26457692682743
3.2;1.66286887228489
3.22;2.00141702592373
3.24;2.23043489456177
3.26;2.34494382888079
3.28;2.35490112751722
3.3;2.26030679047108
3.32;2.06613946706056
3.34;1.75746320933103
3.36;1.37908586114645
3.38;0.990751214325426
3.4;0.602416567504404
3.42;0.204124622046946
3.44;-0.189188674092295
3.46;-0.592459268867971
3.48;-0.980793915688993
3.5;-1.37410721182823
3.52;-1.75746320933104
3.54;-2.076096765697
3.56;-2.29515733569861
3.58;-2.38975167274475
3.6;-2.37979437410832
3.62;-2.28022138774395
3.64;-2.06613946706057
3.66;-1.75746320933104
3.68;-1.38406451046467
3.7;-0.995729863643648
3.72;-0.612373866140844
3.74;-0.224039219319822
3.76;0.179231375455855
3.78;0.572544671595095
3.8;0.975815266370772
3.82;1.35917126387358
3.84;1.73256996273994
3.86;2.04622486978769
3.88;2.23043489456177
3.9;2.31507193297148
3.92;2.30013598501682
3.94;2.17069110274315
3.96;1.94665188342333
3.98;1.61308237910271
4;1.23470503091812
4.02;0.856327682733534
4.04;0.47297168523073
4.06;0.0846370384097082
4.08;-0.31365490704775
4.1;-0.697010904550554
4.12;-1.08534555137158
4.14;-1.4736801981926
4.16;-1.83712159842253
4.18;-2.12588325887919
4.2;-2.30013598501682
4.22;-2.36485842615366
4.24;-2.3200505822897
4.26;-2.18064840137959
4.28;-1.94665188342333
4.3;-1.61806102842093
4.32;-1.24964097887278
4.34;-0.871263630688192
4.36;-0.48292898386717
4.38;-0.104551635682585
4.4;0.293740309774874
4.42;0.677096307277678
4.44;1.0654309540987
4.46;1.4487869516015
4.48;1.802271053195
4.5;2.07111811637878
4.52;2.23043489456177
4.54;2.27026408910751
4.56;2.22545624524355
4.58;2.07111811637878
4.6;1.80724970251322
4.62;1.47368019819259
4.64;1.09032420068979
4.66;0.721904151141642
4.68;0.348505452275274
4.7;-0.0398291945457476
4.72;-0.42816384136677
4.74;-0.811519838869573
4.76;-1.19487583637238
4.78;-1.55831723660231
4.8;-1.89686539024115
4.82;-2.1557551547885
4.84;-2.29017868638039
4.86;-2.3200505822897
4.88;-2.25532814115286
4.9;-2.08605406433344
4.92;-1.81720700114966
4.94;-1.47865884751082
4.96;-1.11023879796267
4.98;-0.7368400990963
5;-0.353484101593496
5.02;0.0298718959093076
5.04;0.413227893412111
5.06;0.786626592278479
5.08;1.1749612390995
5.1;1.54338128864765
5.12;1.86699349433183
5.14;2.09601136296987
5.16;2.22047759592533
5.18;2.22545624524355
5.2;2.14579785615206
5.22;1.95163053274154
5.24;1.66784752160311
5.26;1.32432071864605
5.28;0.95092201977968
5.3;0.582501970231531
5.32;0.204124622046946
5.34;-0.169274076819422
5.36;-0.547651425004007
5.38;-0.926028773188593
5.4;-1.29444882273674
5.42;-1.65789022296667
5.44;-1.9665664806962
5.46;-2.18064840137959
5.48;-2.28022138774395
5.5;-2.28022138774395
5.52;-2.16571245342493
5.54;-1.97154513001442
5.56;-1.67780482023955
5.58;-1.33427801728249
5.6;-0.965857967734339
5.62;-0.592459268867971
5.64;-0.224039219319822
5.66;0.154338128864763
5.68;0.532715477049349
5.7;0.901135526597498
5.72;1.27453422546387
5.74;1.62303967773914
5.76;1.92175863683224
5.78;2.11094731092453
5.8;2.1856270506978
5.82;2.17069110274315
5.84;2.05120351910591
5.86;1.82218565046787
5.88;1.528445340693
5.9;1.16500394046306
5.92;0.81151983886957
5.94;0.443099789321421
5.96;0.0647224411368352
5.98;-0.303697608411314
6;-0.677096307277681
6.02;-1.04053770750761
6.04;-1.40895775705576
6.06;-1.74252726137638
6.08;-2.01635297387839
6.1;-2.19060570001602
6.12;-2.25532814115286
6.14;-2.22545624524355
6.16;-2.08107541501522
6.18;-1.85205754637718
6.2;-1.53342399001122
6.22;-1.18989718705416
6.24;-0.831434436142446
6.26;-0.467993035912516
6.28;-0.0896156877279299
6.3;0.278804361820219
6.32;0.647224411368368
6.34;1.01564446091652
6.36;1.36912856251001
6.38;1.69771941751242
6.4;1.96158783137798
6.42;2.10596866160631
6.44;2.16073380410671
6.46;2.10099001228809
6.48;1.94167323410511
6.5;1.68776211887598
6.52;1.36912856251001
6.54;1.02062311023474
6.56;0.672117657959459
6.58;0.30369760841131
6.6;-0.0597437918186206
6.62;-0.433142490684988
6.64;-0.796583890914919
6.66;-1.16002529114485
6.68;-1.51350939273834
6.7;-1.82716429978609
6.72;-2.06116081774235
6.74;-2.20056299865246
6.76;-2.22047759592533
6.78;-2.15077650547028
6.8;-1.98150242865086
6.82;-1.72261266410351
6.84;-1.39900045841932
6.86;-1.05049500614405
6.88;-0.692032255232336
6.9;-0.328590855002405
6.92;0.0398291945457441
6.94;0.408249244093893
6.96;0.766711995005606
6.98;1.1201960965991
7;1.46870154887438
7.02;1.76742050796747
7.04;1.99145972728729
7.06;2.10099001228809
7.08;2.10596866160631
7.1;2.01635297387838
7.12;1.82218565046787
7.14;1.55333858728409
7.16;1.22474773228168
7.18;0.881220929324625
7.2;0.522758178412913
7.22;0.169274076819418
7.24;-0.204124622046949
7.26;-0.562587372958662
7.28;-0.916071474552156
7.3;-1.26955557614565
7.32;-1.61308237910271
7.34;-1.89686539024115
7.36;-2.1009900122881
7.38;-2.19060570001602
7.4;-2.17069110274315
7.42;-2.06613946706057
7.44;-1.87197214365006
7.46;-1.5832104831934
7.48;-1.254619628191
7.5;-0.921050123870375
7.52;-0.557608723640444
7.54;-0.194167323410513
7.56;0.169274076819418
7.58;0.532715477049349
7.6;0.881220929324625
7.62;1.22474773228168
7.64;1.54835993796587
7.66;1.83712159842253
7.68;2.00639567524195
7.7;2.076096765697
7.72;2.05120351910591
7.74;1.92175863683224
7.76;1.6927407681942
7.78;1.40895775705576
7.8;1.07538825273514
7.82;0.736840099096296
7.84;0.38833464682102
7.86;0.0348505452275258
7.88;-0.333569504320623
7.9;-0.682074956595899
7.92;-1.03555905818939
7.94;-1.38406451046467
7.96;-1.69771941751242
7.98;-1.95163053274155
8;-2.11094731092453
8.02;-2.16073380410671
8.04;-2.11592596024275
8.06;-1.97154513001442
8.08;-1.74252726137638
8.1;-1.44878695160151
8.12;-1.1201960965991
8.14;-0.766711995005609
8.16;-0.413227893412115
8.18;-0.0647224411368388
8.2;0.298718959093092
8.22;0.652203060686587
8.24;0.995729863643644
8.26;1.32432071864605
8.28;1.62801832705736
8.3;1.86699349433183
8.32;2.01137432456016
8.34;2.03626757115125
8.36;1.97652377933264
8.38;1.81222835183143
8.4;1.56329588592052
8.42;1.26457692682743
8.44;0.935986071825026
8.46;0.58748061954975
8.48;0.24893246591091
8.5;-0.104551635682585
8.52;-0.463014386594297
8.54;-0.816498488187792
8.56;-1.15504664182663
8.58;-1.48363749682903
8.6;-1.77737780660391
8.62;-1.99643837660551
8.64;-2.11592596024275
8.66;-2.12588325887919
8.68;-2.04622486978769
8.7;-1.87197214365006
8.72;-1.61308237910271
8.74;-1.3093847706914
8.76;-0.975815266370775
8.78;-0.632288463413717
8.8;-0.288761660456659
8.82;0.0697010904550535
8.84;0.41820654273033
8.86;0.761733345687388
8.88;1.10028149932623
8.9;1.41393640637398
8.92;1.6927407681942
8.94;1.90184403955936
8.96;1.98648107796907
8.98;1.98648107796907
9;1.88192944228649
9.02;1.68776211887598
9.04;1.42389370501041
9.06;1.1201960965991
9.08;0.796583890914915
9.1;0.453057087957857
9.12;0.109530285000799
9.14;-0.243953816592695
9.16;-0.592459268867971
9.18;-0.935986071825029
9.2;-1.26955557614565
9.22;-1.5832104831934
9.24;-1.84707889705897
9.26;-2.03128892183304
9.28;-2.1009900122881
9.3;-2.076096765697
9.32;-1.96158783137798
9.34;-1.76244185864926
9.36;-1.48363749682903
9.38;-1.1749612390995
9.4;-0.846370384097101
9.42;-0.502843581140043
9.44;-0.154338128864767
9.46;0.199145972728727
9.48;0.542672775685785
9.5;0.871263630688189
9.52;1.19487583637237
9.54;1.49857344478369
9.56;1.7475059106946
9.58;1.90184403955936
9.6;1.96158783137798
9.62;1.92175863683224
9.64;1.78733510524034
9.66;1.56329588592052
9.68;1.27951287478208
9.7;0.975815266370772
9.72;0.647224411368368
9.74;0.308676257729529
9.76;-0.0348505452275294
9.78;-0.383355997502806
9.8;-0.721904151141645
9.82;-1.05547365546227
9.84;-1.37410721182823
9.86;-1.66784752160311
9.88;-1.90184403955937
9.9;-2.04124622046948
9.92;-2.07111811637879
9.94;-2.0213316231966
9.96;-1.86699349433184
9.98;-1.63299697637558
10;-1.34921396523714
10.02;-1.03058040887118
10.04;-0.701989553868772
10.06;-0.363441400229933
10.08;-0.0199145972728747
10.1;0.323612205684183
10.12;0.652203060686587
10.14;0.985772565007208
10.16;1.28947017341852
10.18;1.57823183387518
10.2;1.78235645592212
10.22;1.90184403955936
10.24;1.92175863683224
10.26;1.84707889705896
10.28;1.67282617092132
10.3;1.42887235432863
10.32;1.14011069387197
10.34;0.831434436142443
10.36;0.50284358114004
10.38;0.169274076819418
10.4;-0.179231375455858
10.42;-0.517779529094698
10.44;-0.851349033415319
10.46;-1.16500394046307
10.48;-1.47865884751082
10.5;-1.74252726137638
10.52;-1.94167323410511
10.54;-2.03626757115126
10.56;-2.03626757115126
10.58;-1.94665188342333
10.6;-1.76244185864926
10.62;-1.51350939273834
10.64;-1.21976908296347
10.66;-0.891178227961065
10.68;-0.56756602227688
10.7;-0.224039219319822
10.72;0.109530285000799
10.74;0.448078438639639
10.76;0.771690644323824
10.78;1.08534555137157
10.8;1.38406451046467
10.82;1.6379756256938
10.84;1.80724970251322
10.86;1.87695079296827
10.88;1.8570361956954
10.9;1.75248456001282
10.92;1.5583172366023
10.94;1.29942747205496
10.96;1.00568716228008
10.98;0.697010904550551
11;0.368420049548147
11.02;0.0348505452275258
11.04;-0.303697608411314
11.06;-0.632288463413717
11.08;-0.965857967734339
11.1;-1.27453422546387
11.12;-1.56329588592053
11.14;-1.802271053195
11.16;-1.95163053274155
11.18;-2.01137432456017
11.2;-1.97652377933264
11.22;-1.8570361956954
11.24;-1.64295427501202
11.26;-1.37908586114645
11.28;-1.08036690205336
11.3;-0.761733345687391
11.32;-0.42816384136677
11.34;-0.0995729863643664
11.36;0.233996517956255
11.38;0.562587372958658
11.4;0.881220929324625
11.42;1.18989718705416
11.44;1.46372289955616
11.46;1.68776211887598
11.48;1.81222835183143
11.5;1.84707889705896
11.52;1.79729240387678
11.54;1.65291157364845
11.56;1.42887235432863
11.58;1.16002529114485
11.6;0.86628498136997
11.62;0.547651425004004
11.64;0.224039219319819
11.66;-0.104551635682585
11.68;-0.443099789321424
11.7;-0.761733345687391
11.72;-1.08036690205336
11.74;-1.38406451046467
11.76;-1.64793292433024
11.78;-1.85205754637718
11.8;-1.96158783137798
11.82;-1.98150242865086
11.84;-1.90682268887758
11.86;-1.75248456001282
11.88;-1.528445340693
11.9;-1.24964097887278
11.92;-0.940964721143247
11.94;-0.622331164777281
11.96;-0.288761660456659
11.98;0.0348505452275258
12;0.363441400229929
12.02;0.682074956595896
12.04;1.00070851296186
12.06;1.2844915241003
12.08;1.53342399001121
12.1;1.71265536546707
12.12;1.79729240387678
12.14;1.80724970251322
12.16;1.71265536546707
12.18;1.53840263932943
12.2;1.29942747205496
12.22;1.03058040887117
12.24;0.721904151141642
12.26;0.403270594775675
12.28;0.0846370384097082
12.3;-0.253911115229132
12.32;-0.56756602227688
12.34;-0.886199578642847
12.36;-1.19487583637238
12.38;-1.47865884751082
12.4;-1.72261266410351
12.42;-1.88690809160471
12.44;-1.95660918205977
12.46;-1.93669458478689
12.48;-1.82716429978609
12.5;-1.64295427501202
12.52;-1.39402180910111
12.54;-1.11023879796267
12.56;-0.801562540233137
12.58;-0.487907633185388
12.6;-0.159316778182985
12.62;0.169274076819418
12.64;0.482928983867167
12.66;0.791605241596697
12.68;1.10028149932623
12.7;1.36414991319179
12.72;1.58818913251161
12.74;1.72261266410351
12.76;1.77737780660391
12.78;1.74252726137638
12.8;1.61806102842092
12.82;1.42389370501041
12.84;1.16998258978128
12.86;0.891178227961062
12.88;0.582501970231531
12.9;0.273825712502001
12.92;-0.0497864931821841
12.94;-0.378377348184587
12.96;-0.692032255232336
12.98;-1.00568716228008
13;-1.29444882273674
13.02;-1.56827453523874
13.04;-1.76742050796747
13.06;-1.89686539024115
13.08;-1.92673728615046
13.1;-1.87695079296827
13.12;-1.73754861205816
13.14;-1.528445340693
13.16;-1.27453422546387
13.18;-0.975815266370775
13.2;-0.672117657959463
13.22;-0.358462750911714
13.24;-0.0348505452275294
13.26;0.288761660456656
13.28;0.602416567504404
13.3;0.901135526597498
13.32;1.18491853773594
13.34;1.43385100364685
13.36;1.61308237910271
13.38;1.72759131342172
13.4;1.74252726137638
13.42;1.66784752160311
13.44;1.51848804205656
13.46;1.29942747205496
13.48;1.04053770750761
13.5;0.746797397732733
13.52;0.453057087957857
13.54;0.139402180910109
13.56;-0.189188674092295
13.58;-0.507822230458261
13.6;-0.816498488187792
13.62;-1.10526014864445
13.64;-1.39900045841932
13.66;-1.63299697637558
13.68;-1.81222835183144
13.7;-1.89686539024115
13.72;-1.88690809160471
13.74;-1.80724970251322
13.76;-1.6379756256938
13.78;-1.40895775705576
13.8;-1.14011069387198
13.82;-0.846370384097101
13.84;-0.542672775685789
13.86;-0.224039219319822
13.88;0.0945943370461446
13.9;0.413227893412111
13.92;0.716925501823424
13.94;1.00568716228008
13.96;1.26955557614565
13.98;1.49359479546547
14;1.64295427501201
14.02;1.70269806683063
14.04;1.6927407681942
14.06;1.58818913251161
14.08;1.40895775705576
14.1;1.17993988841772
14.12;0.911092825233935
14.14;0.617352515459059
14.16;0.318633556365965
14.18;-1.77635683940025E-15
14.2;-0.318633556365969
14.22;-0.617352515459062
14.24;-0.931007422506811
14.26;-1.20981178432703
14.28;-1.47865884751082
14.3;-1.69771941751242
14.32;-1.82716429978609
14.34;-1.86699349433184
14.36;-1.83214294910431
14.38;-1.71265536546707
14.4;-1.52346669137478
14.42;-1.28449152410031
14.44;-1.0106658115983
14.46;-0.711946852505209
14.48;-0.403270594775679
14.5;-0.0846370384097117
14.52;0.2190605700016
14.54;0.532715477049349
14.56;0.826455786824225
14.58;1.10526014864445
14.6;1.34921396523714
14.62;1.54338128864765
14.64;1.65789022296667
14.66;1.68278346955776
14.68;1.62801832705736
14.7;1.49857344478369
14.72;1.28947017341852
14.74;1.06045230478048
14.76;0.776669293642042
14.78;0.492886282503603
14.8;0.179231375455855
14.82;-0.134423531591894
14.84;-0.443099789321424
14.86;-0.746797397732736
14.88;-1.04053770750761
14.9;-1.3093847706914
14.92;-1.55333858728409
14.94;-1.73754861205816
14.96;-1.82716429978609
14.98;-1.84210024774075
15;-1.77737780660391
15.02;-1.61806102842093
15.04;-1.40895775705576
15.06;-1.15504664182663
15.08;-0.87624228000641
15.1;-0.582501970231535
15.12;-0.268847063183786
15.14;0.0398291945457441
15.16;0.353484101593493
15.18;0.652203060686587
15.2;0.931007422506807
15.22;1.18989718705416
15.24;1.41393640637398
15.26;1.57325318455696
15.28;1.64295427501201
15.3;1.64295427501201
15.32;1.55333858728409
15.34;1.3940218091011
15.36;1.17993988841772
15.38;0.926028773188589
15.4;0.64224576205015
15.42;0.353484101593493
15.44;0.0448078438639623
15.46;-0.263868413865568
15.48;-0.56756602227688
15.5;-0.866284981369974
15.52;-1.14011069387198
15.54;-1.39900045841932
15.56;-1.61806102842093
15.58;-1.75746320933104
15.6;-1.82218565046787
15.62;-1.79231375455857
15.64;-1.68776211887598
15.66;-1.52346669137478
15.68;-1.29444882273674
15.7;-1.02560175955296
15.72;-0.741818748414518
15.74;-0.438121140003206
15.76;-0.134423531591894
15.78;0.174252726137636
15.8;0.47297168523073
15.82;0.756754696369169
15.84;1.03058040887117
15.86;1.25959827750921
15.88;1.46372289955616
15.9;1.5832104831934
15.92;1.62303967773914
15.94;1.5832104831934
15.96;1.47368019819259
15.98;1.2844915241003
16;1.05547365546226
16.02;0.796583890914915
16.04;0.512800879776476
16.06;0.2190605700016
16.08;-0.0896156877279299
16.1;-0.393313296139242
16.12;-0.697010904550554
16.14;-0.975815266370775
16.16;-1.24466232955456
16.18;-1.48363749682903
16.2;-1.66784752160311
16.22;-1.77239915728569
16.24;-1.79729240387678
16.26;-1.73256996273995
16.28;-1.60810372978449
16.3;-1.40895775705576
16.32;-1.16002529114485
16.34;-0.901135526597502
16.36;-0.607395216822626
16.38;-0.308676257729532
16.4;-0.00995729863643824
16.42;0.298718959093092
16.44;0.58748061954975
16.46;0.861306332051752
16.48;1.1201960965991
16.5;1.33427801728248
16.52;1.49359479546547
16.54;1.57823183387518
16.56;1.5832104831934
16.58;1.51350939273834
16.6;1.37410721182823
16.62;1.16998258978128
16.64;0.935986071825026
16.66;0.662160359323023
16.68;0.378377348184584
16.7;0.0796583890914899
16.72;-0.224039219319822
16.74;-0.517779529094698
16.76;-0.811519838869573
16.78;-1.08534555137158
16.8;-1.33427801728249
16.82;-1.54835993796587
16.84;-1.69771941751242
16.86;-1.76244185864926
16.88;-1.75746320933104
16.9;-1.66286887228489
16.92;-1.50355209410191
16.94;-1.29444882273674
16.96;-1.04053770750761
16.98;-0.771690644323828
17;-0.477950334548952
17.02;-0.179231375455858
17.04;0.119487583637236
17.06;0.413227893412111
17.08;0.692032255232332
17.1;0.965857967734335
17.12;1.19487583637237
17.14;1.38904315978288
17.16;1.51848804205656
17.18;1.5583172366023
17.2;1.53342399001121
17.22;1.43385100364685
17.24;1.26955557614565
17.26;1.05547365546226
17.28;0.81151983886957
17.3;0.527736827731131
17.32;0.24893246591091
17.34;-0.0497864931821841
17.36;-0.353484101593496
17.38;-0.642245762050154
17.4;-0.921050123870375
17.42;-1.17993988841772
17.44;-1.4189150556922
17.46;-1.59814643114805
17.48;-1.71265536546707
17.5;-1.7475059106946
17.52;-1.70269806683064
17.54;-1.57823183387518
17.56;-1.39900045841932
17.58;-1.1749612390995
17.6;-0.916071474552156
17.62;-0.637267112731935
17.64;-0.34352680295706
17.66;-0.0497864931821841
17.68;0.253911115229128
17.7;0.532715477049349
17.72;0.801562540233133
17.74;1.05547365546226
17.76;1.26457692682743
17.78;1.43385100364685
17.8;1.51350939273834
17.82;1.53342399001121
17.84;1.47368019819259
17.86;1.3392566666007
17.88;1.16002529114485
17.9;0.935986071825026
17.92;0.672117657959459
17.94;0.398291945457457
17.96;0.114508934319018
17.98;-0.179231375455858
18;-0.472971685230734
18.02;-0.756754696369173
18.04;-1.03058040887118
18.06;-1.27453422546387
18.08;-1.48363749682903
18.1;-1.63299697637558
18.12;-1.70767671614886
18.14;-1.70767671614886
18.16;-1.63299697637558
18.18;-1.49857344478369
18.2;-1.28947017341852
18.22;-1.05547365546227
18.24;-0.786626592278482
18.26;-0.502843581140043
18.28;-0.209103271365167
18.3;0.0846370384097082
18.32;0.368420049548147
18.34;0.64224576205015
18.36;0.901135526597498
18.38;1.13513204455375
18.4;1.32432071864605
18.42;1.4487869516015
18.44;1.50853074342012
18.46;1.48363749682903
18.48;1.39900045841932
18.5;1.24964097887277
18.52;1.04053770750761
18.54;0.81151983886957
18.56;0.547651425004004
18.58;0.263868413865564
18.6;-0.0149359479546565
18.62;-0.31365490704775
18.64;-0.59743791818619
18.66;-0.87624228000641
18.68;-1.13015339523554
18.7;-1.35917126387358
18.72;-1.54338128864765
18.74;-1.65291157364845
18.76;-1.6927407681942
18.78;-1.66286887228489
18.8;-1.55831723660231
18.82;-1.39402180910111
18.84;-1.1749612390995
18.86;-0.921050123870375
18.88;-0.657181710004808
18.9;-0.368420049548151
18.92;-0.0796583890914935
18.94;0.204124622046946
18.96;0.492886282503603
18.98;0.746797397732733
19;0.995729863643644
19.02;1.20483313500881
19.04;1.36414991319179
19.06;1.46372289955616
19.08;1.48861614614725
19.1;1.43385100364685
19.12;1.31934206932783
19.14;1.14508934319019
19.16;0.926028773188589
19.18;0.682074956595896
19.2;0.413227893412111
19.22;0.13442353159189
19.24;-0.149359479546549
19.26;-0.438121140003206
19.28;-0.716925501823427
19.3;-0.980793915688993
19.32;-1.21976908296347
19.34;-1.42887235432863
19.36;-1.57823183387518
19.38;-1.66286887228489
19.4;-1.66784752160311
19.42;-1.59814643114805
19.44;-1.46870154887438
19.46;-1.28449152410031
19.48;-1.06045230478049
19.5;-0.801562540233137
19.52;-0.527736827731134
19.54;-0.238975167274477
19.56;0.0448078438639623
19.58;0.328590855002401
19.6;0.592459268867968
19.62;0.851349033415316
19.64;1.08036690205335
19.66;1.25959827750921
19.68;1.38904315978288
19.7;1.45376560091972
19.72;1.44380830228329
19.74;1.36912856251001
19.76;1.2297263815999
19.78;1.03555905818939
19.8;0.81151983886957
19.82;0.55760872364044
19.84;0.278804361820219
19.86;-1.77635683940025E-15
19.88;-0.283783011138441
19.9;-0.562587372958662
19.92;-0.836413085460665
19.94;-1.08036690205336
19.96;-1.30440612137318
19.98;-1.48861614614725
